10.79285,106.65347,0
10.79146,106.65603,1
10.79101,106.65687,2
10.79084,106.65718,3
10.78625,106.66585,4
10.78608,106.66623,5
10.78561,106.66706,6
10.78551,106.66722,7
10.78521,106.66782,8
10.78501,106.66818,9
10.78494,106.66832,10
10.78456,106.66907,11
10.78451,106.66917,12
10.78274,106.67251,13
10.78258,106.6728,14
10.78129,106.67517,15
10.78116,106.6754,16
10.78027,106.6771,17
10.7802,106.67724,18
10.77999,106.67762,19
10.77977,106.67802,20
10.77973,106.6781,21
10.77798,106.68139,22
10.77768,106.68191,23
10.77669,106.6837,24
10.78275,106.69002,25
10.78309,106.69037,26
10.78753,106.69473,27
10.7884,106.69555,28
10.78852,106.69568,29
10.78878,106.69595,30
10.79215,106.69933,31
10.79677,106.65723,32
10.79711,106.65761,33
10.79748,106.65795,34
10.79789,106.65842,35
10.79895,106.65948,36
10.79903,106.65957,37
10.80027,106.66092,38
10.80034,106.66114,39
10.80063,106.6615,40
10.80025,106.66757,41
10.79988,106.67142,42
10.79986,106.67165,43
10.79957,106.67494,44
10.79955,106.67525,45
10.79954,106.67534,46
10.79951,106.67574,47
10.79949,106.67603,48
10.79937,106.67755,49
10.79928,106.67851,50
10.79918,106.67956,51
10.79917,106.6798,52
10.79916,106.68028,53
10.80033,106.68153,54
10.80052,106.68173,55
10.80073,106.68194,56
10.80134,106.68256,57
10.80176,106.68302,58
10.80199,106.68326,59
10.80218,106.68345,60
10.80235,106.68363,61
10.80257,106.68386,62
10.80392,106.68642,63
10.80391,106.68651,64
10.8039,106.68664,65
10.80388,106.68678,66
10.80336,106.69079,67
10.80334,106.69091,68
10.80265,106.69855,69
10.80344,106.70329,70
10.80335,106.70421,71
10.80334,106.7045,72
10.80331,106.70478,73
10.80328,106.70524,74
10.80323,106.7059,75
10.80316,106.70694,76
10.8031,106.70763,77
10.80309,106.70776,78
10.80284,106.71144,79
10.80147,106.71134,80
10.80114,106.71129,81
10.800177,106.667745,82
10.80128,106.66596,83
10.81046,106.66495,84
10.81331,106.66523,85
10.81346,106.66564,86
10.81384,106.66553,87
10.82561,106.71425,88
10.82566,106.71404,89
10.80345,106.70943,90
10.80298,106.70939,91
10.82614,106.71433,92
10.82691,106.71437,93
10.82766,106.7174,94
10.82686,106.71753,95
10.82524,106.71126,96
10.82065,106.69418,97
10.82064,106.69403,98
10.81967,106.69015,99
10.81958,106.6898,100
10.81434,106.67902,101
10.81438,106.67838,102
10.81512,106.67307,103
10.81488,106.67253,104
10.8148,106.67231,105
10.81473,106.67215,106
10.81467,106.67201,107
10.81444,106.67111,108
10.81396,106.66584,109
10.792643,106.699347,110
10.79231,106.69917,111
10.79038,106.69748,112
10.79182,106.69587,113
10.78549,106.68963,114
10.77788,106.68197,115
10.79267,106.65381,116
10.79259,106.69972,117
10.79467,106.70169,118
10.80118,106.71081,119
10.80079,106.71126,120
10.8026,106.66358,121
10.80075,106.66161,122
10.80057,106.66114,123
10.79537,106.65576,124
10.7965,106.65465,125
10.79375,106.65177,126
10.79354,106.65213,127
10.79348,106.65225,128
10.80672,106.71154,129
10.80763,106.71159,130
10.80814,106.71166,131
10.80836,106.71173,132
10.8094,106.71209,133
10.81025,106.71229,134
10.80166,106.71138,135
10.80116,106.7089,136
10.801,106.7085,137
10.80185,106.6831,138
10.80191,106.68288,139
10.80211,106.68268,140
10.80227,106.68253,141
10.8025,106.68232,142
10.80258,106.68224,143
10.80303,106.68182,144
10.80308,106.68179,145
10.80313,106.68174,146
10.80318,106.68169,147
10.80334,106.68152,148
10.80351,106.68138,149
10.80388,106.68112,150
10.80377,106.68065,151
10.80375,106.68055,152
10.8036,106.68013,153
10.80358,106.68004,154
10.80353,106.67986,155
10.80329,106.67898,156
10.80945,106.67847,157
10.8134,106.67353,158
10.81416,106.67274,159
10.81444,106.67245,160
10.804818,106.664587,161
10.80463,106.66428,162
10.813559,106.665175,163
10.81245,106.66494,164
10.81313,106.67001,165
10.81301,106.67099,166
10.81296,106.67194,167
10.81403,106.67822,168
10.81404,106.67912,169
10.8193,106.68985,170
10.81933,106.69021,171
10.82043,106.69405,172
10.82051,106.69423,173
10.8112,106.67603,174
10.81044,106.67532,175
10.80804,106.67778,176
10.80752,106.67845,177
10.80807,106.67845,178
10.80781,106.67931,179
10.80758,106.67948,180
10.80742,106.6796,181
10.80731,106.67971,182
10.80709,106.68008,183
10.80705,106.68015,184
10.80687,106.68035,185
10.80683,106.68041,186
10.80654,106.68077,187
10.80643,106.68092,188
10.80636,106.68099,189
10.8061,106.68133,190
10.80588,106.68161,191
10.80554,106.68204,192
10.80536,106.68227,193
10.80501,106.68272,194
10.80484,106.68294,195
10.80447,106.68346,196
10.80443,106.6835,197
10.8043,106.68365,198
10.80421,106.68374,199
10.80413,106.68382,200
10.80402,106.6839,201
10.80324,106.68451,202
10.806287,106.697051,203
10.790376,106.697500,204
10.790798,106.697036,205
10.792636,106.697315,206
10.791829,106.695872,207
10.802558,106.696615,208
10.795687,106.696164,209
10.786456,106.693715,210
10.793178,106.685299,211
10.792022,106.686750,212
10.783484,106.690850,213
10.790795,106.682835,214
10.792289,106.681239,215
10.792950,106.679996,216
10.792214,106.681203,217
10.794223,106.677872,218
10.785093,106.688905,219
10.800403,106.665493,220
10.791861,106.662076,221
10.791935,106.661828,222
10.791571,106.661700,223
10.791475,106.661984,224
10.789090,106.660650,225
10.813334,106.709528,226
10.822787,106.703305,227
10.817979,106.705304,228
10.816835,106.706350,229
