origin,destination,distance,name,traffic
109,110,41.330017022820336,Đường Hai Bà Trưng,1
110,111,7.79349613240436,Đường Hai Bà Trưng,1
111,112,74.38085275272161,Hẻm 220 Hai Bà Trưng,1
112,113,39.353141651186206,Hẻm 230 Hai Bà Trưng,1
113,114,238.63194093081293,Hẻm 250 Hai Bà Trưng,1
114,115,31.44003970188521,Đường Hai Bà Trưng,1
115,116,16.49110426039259,Hẻm 362 Hai Bà Trưng,1
116,117,11.702270246583657,Đường Hai Bà Trưng,1
117,118,38.4792254827814,Hẻm 362 Hai Bà Trưng,1
118,119,422.46408876812825,Hẻm 392 Hai Bà Trưng,1
119,120,74.74844467003759,Đường Phan Đình Phùng,1
120,121,34.377028022506806,Hẻm 41 Phan Đình Phùng,1
121,122,41.41924293985433,Hẻm 61 Phan Đình Phùng,1
122,123,269.503544172739,Hẻm 50 Phan Đình Phùng,1
123,124,28.17352908475324,Đường Phan Đình Phùng,1
124,125,42.260276715512994,Hẻm 185 Phan Đình Phùng,1
