10.79285,106.65347,0
10.79677,106.65723,1
10.79711,106.65761,2
10.79748,106.65795,3
10.79789,106.65842,4
10.79895,106.65948,5
10.79903,106.65957,6
10.80027,106.66092,7
10.80034,106.66114,8
10.80063,106.6615,9
10.80025,106.66687,10
10.80128,106.66596,11
10.81046,106.66495,12
10.81331,106.66523,13
10.81346,106.66564,14
10.81384,106.66553,15
10.81357,106.66518,16
10.80079,106.71126,17
10.80114,106.71129,18
10.80147,106.71134,19
10.80284,106.71144,20
10.80309,106.70776,21
10.8031,106.70763,22
10.80316,106.70694,23
10.80323,106.7059,24
10.80328,106.70524,25
10.80331,106.70478,26
10.80334,106.7045,27
10.80335,106.70421,28
10.80344,106.70329,29
10.80265,106.69855,30
10.80334,106.69091,31
10.80336,106.69079,32
10.80388,106.68678,33
10.8039,106.68664,34
10.80391,106.68651,35
10.80392,106.68642,36
10.80257,106.68386,37
10.80235,106.68363,38
10.80218,106.68345,39
10.80199,106.68326,40
10.80176,106.68302,41
10.80134,106.68256,42
10.80073,106.68194,43
10.80052,106.68173,44
10.80033,106.68153,45
10.79916,106.68028,46
10.79917,106.6798,47
10.79918,106.67956,48
10.79928,106.67851,49
10.79937,106.67755,50
10.79949,106.67603,51
10.79951,106.67574,52
10.79954,106.67534,53
10.79955,106.67525,54
10.79957,106.67494,55
10.79986,106.67165,56
10.79988,106.67142,57
10.80025,106.66757,58
10.8026,106.66358,59
10.80075,106.66161,60
10.80057,106.66114,61
10.79537,106.65576,62
10.7965,106.65465,63
10.79375,106.65177,64
10.79354,106.65213,65
10.79348,106.65225,66
10.813559,106.665176,67
10.81245,106.66494,68
10.81313,106.67001,69
10.81301,106.67099,70
10.81296,106.67194,71
10.8134,106.67353,72
10.8112,106.67603,73
10.81044,106.67532,74
10.80804,106.67778,75
10.80752,106.67845,76
10.80807,106.67845,77
10.80781,106.67931,78
10.80758,106.67948,79
10.80742,106.6796,80
10.80731,106.67971,81
10.80709,106.68008,82
10.80705,106.68015,83
10.80687,106.68035,84
10.80683,106.68041,85
10.80654,106.68077,86
10.80643,106.68092,87
10.80636,106.68099,88
10.8061,106.68133,89
10.80588,106.68161,90
10.80554,106.68204,91
10.80536,106.68227,92
10.80501,106.68272,93
10.80484,106.68294,94
10.80447,106.68346,95
10.80443,106.6835,96
10.8043,106.68365,97
10.80421,106.68374,98
10.80413,106.68382,99
10.80402,106.6839,100
10.80324,106.68451,101
10.80945,106.67847,102
10.81416,106.67274,103
10.81444,106.67245,104
10.81473,106.67215,105
10.81467,106.67201,106
10.81444,106.67111,107
10.81396,106.66584,108
10.78786,106.69196,109
10.78811,106.69168,110
10.78816,106.69163,111
10.78858,106.6911,112
10.78879,106.69081,113
10.79015,106.68912,114
10.79032,106.68889,115
10.79041,106.68877,116
10.79048,106.68869,117
10.79069,106.68841,118
10.7931,106.68542,119
10.7935,106.68487,120
10.7937,106.68463,121
10.79394,106.68434,122
10.79545,106.68241,123
10.79561,106.68221,124
10.79585,106.68191,125
10.77807,106.6815,126
10.77768,106.68191,127
10.77669,106.6837,128
10.78275,106.69002,129
10.78309,106.69037,130
10.78753,106.69473,131
10.7884,106.69555,132
10.78852,106.69568,133
10.78878,106.69595,134
10.79215,106.69933,135
10.79259,106.69972,136
10.79467,106.70169,137
10.80118,106.71081,138
10.77798,106.68139,139
10.77973,106.6781,140
10.77977,106.67802,141
10.77999,106.67762,142
10.7802,106.67724,143
10.78027,106.6771,144
10.78116,106.6754,145
10.78129,106.67517,146
10.78258,106.6728,147
10.78274,106.67251,148
10.78451,106.66917,149
10.78456,106.66907,150
10.78494,106.66832,151
10.78501,106.66818,152
10.78521,106.66782,153
10.78551,106.66722,154
10.78561,106.66706,155
10.78608,106.66623,156
10.78625,106.66585,157
10.79084,106.65718,158
10.79101,106.65687,159
10.79146,106.65603,160
10.79267,106.65381,161
10.792841,106.653486,162
10.77813,106.68168,163
10.78776,106.68493,164
10.78848,106.68524,165
10.78856,106.68527,166
10.78893,106.68488,167
10.78925,106.68453,168
10.79226,106.68123,169
10.79489,106.67671,170
10.79513,106.67632,171
10.79891,106.66991,172
10.79981,106.66839,173
10.79295,106.68003,174
10.79378,106.68059,175
10.79393,106.68071,176
10.79403,106.68084,177
10.79414,106.68095,178
10.79425,106.68103,179
10.79442,106.6811,180
10.79455,106.68116,181
10.79488,106.68132,182
10.79493,106.68134,183
10.79539,106.68152,184
10.79555,106.68163,185
10.79611,106.68168,186
10.79682,106.68132,187
10.79719,106.68115,188
10.79955,106.68537,189
10.79953,106.6854,190
10.79718,106.6925,191
10.79594,106.69274,192
10.7957,106.69611,193
10.79399,106.696,194
10.79323,106.69596,195
10.79313,106.6993,196
10.79279,106.69904,197
10.79258,106.69923,198
10.78549,106.68963,199
10.77788,106.68197,200
